Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,Percent Housing Units with 0 Vehicles Available,Data Time Period,Geographic Vintage,Data Source
Zip Code Tabulation Area,77615,TX,77615,77615,5.67,2018-2022,2020,Census
Zip Code Tabulation Area,78656,TX,78656,78656,5.67,2018-2022,2020,Census
Zip Code Tabulation Area,76525,TX,76525,76525,5.66,2018-2022,2020,Census
Zip Code Tabulation Area,76708,TX,76708,76708,5.65,2018-2022,2020,Census
Zip Code Tabulation Area,76825,TX,76825,76825,5.61,2018-2022,2020,Census
Zip Code Tabulation Area,79603,TX,79603,79603,5.61,2018-2022,2020,Census
Zip Code Tabulation Area,76502,TX,76502,76502,5.59,2018-2022,2020,Census
Zip Code Tabulation Area,78411,TX,78411,78411,5.59,2018-2022,2020,Census
Zip Code Tabulation Area,75141,TX,75141,75141,5.58,2018-2022,2020,Census
Zip Code Tabulation Area,77568,TX,77568,77568,5.58,2018-2022,2020,Census
Zip Code Tabulation Area,77040,TX,77040,77040,5.57,2018-2022,2020,Census
Zip Code Tabulation Area,79104,TX,79104,79104,5.57,2018-2022,2020,Census
Zip Code Tabulation Area,75657,TX,75657,75657,5.56,2018-2022,2020,Census
Zip Code Tabulation Area,78393,TX,78393,78393,5.56,2018-2022,2020,Census
Zip Code Tabulation Area,75034,TX,75034,75034,5.54,2018-2022,2020,Census
Zip Code Tabulation Area,75038,TX,75038,75038,5.53,2018-2022,2020,Census
Zip Code Tabulation Area,75605,TX,75605,75605,5.53,2018-2022,2020,Census
Zip Code Tabulation Area,78586,TX,78586,78586,5.53,2018-2022,2020,Census
Zip Code Tabulation Area,77506,TX,77506,77506,5.52,2018-2022,2020,Census
Zip Code Tabulation Area,78950,TX,78950,78950,5.51,2018-2022,2020,Census
Zip Code Tabulation Area,75156,TX,75156,75156,5.5,2018-2022,2020,Census
Zip Code Tabulation Area,76651,TX,76651,76651,5.5,2018-2022,2020,Census
Zip Code Tabulation Area,75783,TX,75783,75783,5.49,2018-2022,2020,Census
Zip Code Tabulation Area,77018,TX,77018,77018,5.47,2018-2022,2020,Census
Zip Code Tabulation Area,78537,TX,78537,78537,5.46,2018-2022,2020,Census
Zip Code Tabulation Area,75182,TX,75182,75182,5.45,2018-2022,2020,Census
Zip Code Tabulation Area,77024,TX,77024,77024,5.45,2018-2022,2020,Census
Zip Code Tabulation Area,79745,TX,79745,79745,5.44,2018-2022,2020,Census
Zip Code Tabulation Area,78357,TX,78357,78357,5.43,2018-2022,2020,Census
Zip Code Tabulation Area,75701,TX,75701,75701,5.42,2018-2022,2020,Census
Zip Code Tabulation Area,78064,TX,78064,78064,5.41,2018-2022,2020,Census
Zip Code Tabulation Area,75496,TX,75496,75496,5.39,2018-2022,2020,Census
Zip Code Tabulation Area,76134,TX,76134,76134,5.39,2018-2022,2020,Census
Zip Code Tabulation Area,77803,TX,77803,77803,5.39,2018-2022,2020,Census
Zip Code Tabulation Area,76021,TX,76021,76021,5.38,2018-2022,2020,Census
Zip Code Tabulation Area,78155,TX,78155,78155,5.38,2018-2022,2020,Census
Zip Code Tabulation Area,77056,TX,77056,77056,5.36,2018-2022,2020,Census
Zip Code Tabulation Area,77625,TX,77625,77625,5.36,2018-2022,2020,Census
Zip Code Tabulation Area,79720,TX,79720,79720,5.36,2018-2022,2020,Census
Zip Code Tabulation Area,77904,TX,77904,77904,5.34,2018-2022,2020,Census
Zip Code Tabulation Area,75651,TX,75651,75651,5.33,2018-2022,2020,Census
Zip Code Tabulation Area,75861,TX,75861,75861,5.33,2018-2022,2020,Census
Zip Code Tabulation Area,79043,TX,79043,79043,5.32,2018-2022,2020,Census
Zip Code Tabulation Area,77872,TX,77872,77872,5.31,2018-2022,2020,Census
Zip Code Tabulation Area,79256,TX,79256,79256,5.31,2018-2022,2020,Census
Zip Code Tabulation Area,79932,TX,79932,79932,5.31,2018-2022,2020,Census
Zip Code Tabulation Area,75110,TX,75110,75110,5.28,2018-2022,2020,Census
Zip Code Tabulation Area,75559,TX,75559,75559,5.27,2018-2022,2020,Census
Zip Code Tabulation Area,75602,TX,75602,75602,5.27,2018-2022,2020,Census
Zip Code Tabulation Area,76067,TX,76067,76067,5.26,2018-2022,2020,Census
Zip Code Tabulation Area,76273,TX,76273,76273,5.26,2018-2022,2020,Census
Zip Code Tabulation Area,76710,TX,76710,76710,5.25,2018-2022,2020,Census
Zip Code Tabulation Area,75024,TX,75024,75024,5.24,2018-2022,2020,Census
Zip Code Tabulation Area,76117,TX,76117,76117,5.23,2018-2022,2020,Census
Zip Code Tabulation Area,77422,TX,77422,77422,5.23,2018-2022,2020,Census
Zip Code Tabulation Area,78566,TX,78566,78566,5.22,2018-2022,2020,Census
Zip Code Tabulation Area,77979,TX,77979,77979,5.21,2018-2022,2020,Census
Zip Code Tabulation Area,79109,TX,79109,79109,5.21,2018-2022,2020,Census
Zip Code Tabulation Area,79772,TX,79772,79772,5.21,2018-2022,2020,Census
Zip Code Tabulation Area,77503,TX,77503,77503,5.18,2018-2022,2020,Census
Zip Code Tabulation Area,77304,TX,77304,77304,5.16,2018-2022,2020,Census
Zip Code Tabulation Area,75042,TX,75042,75042,5.15,2018-2022,2020,Census
Zip Code Tabulation Area,76577,TX,76577,76577,5.15,2018-2022,2020,Census
Zip Code Tabulation Area,78745,TX,78745,78745,5.15,2018-2022,2020,Census
Zip Code Tabulation Area,76448,TX,76448,76448,5.14,2018-2022,2020,Census
Zip Code Tabulation Area,76681,TX,76681,76681,5.14,2018-2022,2020,Census
Zip Code Tabulation Area,75708,TX,75708,75708,5.13,2018-2022,2020,Census
Zip Code Tabulation Area,76875,TX,76875,76875,5.13,2018-2022,2020,Census
Zip Code Tabulation Area,78043,TX,78043,78043,5.12,2018-2022,2020,Census
Zip Code Tabulation Area,78215,TX,78215,78215,5.12,2018-2022,2020,Census
Zip Code Tabulation Area,76270,TX,76270,76270,5.11,2018-2022,2020,Census
Zip Code Tabulation Area,79601,TX,79601,79601,5.11,2018-2022,2020,Census
Zip Code Tabulation Area,78102,TX,78102,78102,5.1,2018-2022,2020,Census
Zip Code Tabulation Area,79227,TX,79227,79227,5.1,2018-2022,2020,Census
Zip Code Tabulation Area,77613,TX,77613,77613,5.09,2018-2022,2020,Census
Zip Code Tabulation Area,75764,TX,75764,75764,5.08,2018-2022,2020,Census
Zip Code Tabulation Area,78744,TX,78744,78744,5.07,2018-2022,2020,Census
Zip Code Tabulation Area,76088,TX,76088,76088,5.06,2018-2022,2020,Census
Zip Code Tabulation Area,78370,TX,78370,78370,5.06,2018-2022,2020,Census
Zip Code Tabulation Area,76864,TX,76864,76864,5.05,2018-2022,2020,Census
Zip Code Tabulation Area,77546,TX,77546,77546,5.05,2018-2022,2020,Census
Zip Code Tabulation Area,78028,TX,78028,78028,5.05,2018-2022,2020,Census
Zip Code Tabulation Area,76849,TX,76849,76849,5.04,2018-2022,2020,Census
Zip Code Tabulation Area,78236,TX,78236,78236,5.04,2018-2022,2020,Census
Zip Code Tabulation Area,78503,TX,78503,78503,5.03,2018-2022,2020,Census
Zip Code Tabulation Area,77521,TX,77521,77521,5.02,2018-2022,2020,Census
Zip Code Tabulation Area,79029,TX,79029,79029,5.02,2018-2022,2020,Census
Zip Code Tabulation Area,79081,TX,79081,79081,5.01,2018-2022,2020,Census
Zip Code Tabulation Area,79602,TX,79602,79602,5.01,2018-2022,2020,Census
Zip Code Tabulation Area,75939,TX,75939,75939,5,2018-2022,2020,Census
Zip Code Tabulation Area,75943,TX,75943,75943,5,2018-2022,2020,Census
Zip Code Tabulation Area,78956,TX,78956,78956,5,2018-2022,2020,Census
Zip Code Tabulation Area,79078,TX,79078,79078,5,2018-2022,2020,Census
Zip Code Tabulation Area,79935,TX,79935,79935,5,2018-2022,2020,Census
Zip Code Tabulation Area,75556,TX,75556,75556,4.98,2018-2022,2020,Census
Zip Code Tabulation Area,77005,TX,77005,77005,4.98,2018-2022,2020,Census
Zip Code Tabulation Area,77539,TX,77539,77539,4.98,2018-2022,2020,Census
Zip Code Tabulation Area,78538,TX,78538,78538,4.98,2018-2022,2020,Census
Zip Code Tabulation Area,78209,TX,78209,78209,4.97,2018-2022,2020,Census
Zip Code Tabulation Area,79068,TX,79068,79068,4.97,2018-2022,2020,Census
Zip Code Tabulation Area,79255,TX,79255,79255,4.97,2018-2022,2020,Census
Zip Code Tabulation Area,75007,TX,75007,75007,4.96,2018-2022,2020,Census
Zip Code Tabulation Area,77338,TX,77338,77338,4.96,2018-2022,2020,Census
Zip Code Tabulation Area,79765,TX,79765,79765,4.96,2018-2022,2020,Census
Zip Code Tabulation Area,78724,TX,78724,78724,4.95,2018-2022,2020,Census
Zip Code Tabulation Area,75248,TX,75248,75248,4.94,2018-2022,2020,Census
Zip Code Tabulation Area,77532,TX,77532,77532,4.94,2018-2022,2020,Census
Zip Code Tabulation Area,76945,TX,76945,76945,4.93,2018-2022,2020,Census
Zip Code Tabulation Area,75062,TX,75062,75062,4.92,2018-2022,2020,Census
Zip Code Tabulation Area,78361,TX,78361,78361,4.92,2018-2022,2020,Census
Zip Code Tabulation Area,78591,TX,78591,78591,4.92,2018-2022,2020,Census
Zip Code Tabulation Area,78666,TX,78666,78666,4.92,2018-2022,2020,Census
Zip Code Tabulation Area,75446,TX,75446,75446,4.9,2018-2022,2020,Census
Zip Code Tabulation Area,76635,TX,76635,76635,4.9,2018-2022,2020,Census
Zip Code Tabulation Area,77015,TX,77015,77015,4.9,2018-2022,2020,Census
Zip Code Tabulation Area,79005,TX,79005,79005,4.9,2018-2022,2020,Census
Zip Code Tabulation Area,78589,TX,78589,78589,4.89,2018-2022,2020,Census
Zip Code Tabulation Area,77019,TX,77019,77019,4.88,2018-2022,2020,Census
Zip Code Tabulation Area,75080,TX,75080,75080,4.87,2018-2022,2020,Census
Zip Code Tabulation Area,76259,TX,76259,76259,4.87,2018-2022,2020,Census
Zip Code Tabulation Area,77707,TX,77707,77707,4.86,2018-2022,2020,Census
Zip Code Tabulation Area,78840,TX,78840,78840,4.86,2018-2022,2020,Census
Zip Code Tabulation Area,75153,TX,75153,75153,4.85,2018-2022,2020,Census
Zip Code Tabulation Area,75604,TX,75604,75604,4.85,2018-2022,2020,Census
Zip Code Tabulation Area,75063,TX,75063,75063,4.84,2018-2022,2020,Census
Zip Code Tabulation Area,78639,TX,78639,78639,4.84,2018-2022,2020,Census
Zip Code Tabulation Area,79024,TX,79024,79024,4.83,2018-2022,2020,Census
Zip Code Tabulation Area,75503,TX,75503,75503,4.82,2018-2022,2020,Census
Zip Code Tabulation Area,75755,TX,75755,75755,4.82,2018-2022,2020,Census
Zip Code Tabulation Area,78839,TX,78839,78839,4.82,2018-2022,2020,Census
Zip Code Tabulation Area,76626,TX,76626,76626,4.81,2018-2022,2020,Census
Zip Code Tabulation Area,77445,TX,77445,77445,4.81,2018-2022,2020,Census
Zip Code Tabulation Area,75142,TX,75142,75142,4.8,2018-2022,2020,Census
Zip Code Tabulation Area,78941,TX,78941,78941,4.79,2018-2022,2020,Census
Zip Code Tabulation Area,75020,TX,75020,75020,4.78,2018-2022,2020,Census
Zip Code Tabulation Area,76522,TX,76522,76522,4.78,2018-2022,2020,Census
Zip Code Tabulation Area,77098,TX,77098,77098,4.78,2018-2022,2020,Census
Zip Code Tabulation Area,75455,TX,75455,75455,4.77,2018-2022,2020,Census
Zip Code Tabulation Area,75641,TX,75641,75641,4.76,2018-2022,2020,Census
Zip Code Tabulation Area,76022,TX,76022,76022,4.76,2018-2022,2020,Census
Zip Code Tabulation Area,76305,TX,76305,76305,4.76,2018-2022,2020,Census
Zip Code Tabulation Area,77587,TX,77587,77587,4.76,2018-2022,2020,Census
Zip Code Tabulation Area,76693,TX,76693,76693,4.75,2018-2022,2020,Census
Zip Code Tabulation Area,78722,TX,78722,78722,4.75,2018-2022,2020,Census
Zip Code Tabulation Area,75706,TX,75706,75706,4.74,2018-2022,2020,Census
Zip Code Tabulation Area,76155,TX,76155,76155,4.74,2018-2022,2020,Census
Zip Code Tabulation Area,76667,TX,76667,76667,4.74,2018-2022,2020,Census
Zip Code Tabulation Area,77619,TX,77619,77619,4.74,2018-2022,2020,Census
Zip Code Tabulation Area,78118,TX,78118,78118,4.74,2018-2022,2020,Census
Zip Code Tabulation Area,78942,TX,78942,78942,4.74,2018-2022,2020,Census
Zip Code Tabulation Area,75140,TX,75140,75140,4.73,2018-2022,2020,Census
Zip Code Tabulation Area,75491,TX,75491,75491,4.73,2018-2022,2020,Census
Zip Code Tabulation Area,76528,TX,76528,76528,4.73,2018-2022,2020,Census
Zip Code Tabulation Area,77320,TX,77320,77320,4.73,2018-2022,2020,Census
Zip Code Tabulation Area,77575,TX,77575,77575,4.73,2018-2022,2020,Census
Zip Code Tabulation Area,79252,TX,79252,79252,4.73,2018-2022,2020,Census
Zip Code Tabulation Area,79927,TX,79927,79927,4.73,2018-2022,2020,Census
Zip Code Tabulation Area,77008,TX,77008,77008,4.72,2018-2022,2020,Census
Zip Code Tabulation Area,77477,TX,77477,77477,4.72,2018-2022,2020,Census
Zip Code Tabulation Area,75765,TX,75765,75765,4.71,2018-2022,2020,Census
Zip Code Tabulation Area,76705,TX,76705,76705,4.69,2018-2022,2020,Census
Zip Code Tabulation Area,77623,TX,77623,77623,4.69,2018-2022,2020,Census
Zip Code Tabulation Area,76308,TX,76308,76308,4.68,2018-2022,2020,Census
Zip Code Tabulation Area,76401,TX,76401,76401,4.68,2018-2022,2020,Census
Zip Code Tabulation Area,75254,TX,75254,75254,4.66,2018-2022,2020,Census
Zip Code Tabulation Area,75102,TX,75102,75102,4.65,2018-2022,2020,Census
Zip Code Tabulation Area,77964,TX,77964,77964,4.65,2018-2022,2020,Census
Zip Code Tabulation Area,78599,TX,78599,78599,4.65,2018-2022,2020,Census
Zip Code Tabulation Area,79606,TX,79606,79606,4.65,2018-2022,2020,Census
Zip Code Tabulation Area,76238,TX,76238,76238,4.64,2018-2022,2020,Census
Zip Code Tabulation Area,75686,TX,75686,75686,4.61,2018-2022,2020,Census
Zip Code Tabulation Area,78957,TX,78957,78957,4.58,2018-2022,2020,Census
Zip Code Tabulation Area,75117,TX,75117,75117,4.57,2018-2022,2020,Census
Zip Code Tabulation Area,77070,TX,77070,77070,4.57,2018-2022,2020,Census
Zip Code Tabulation Area,79533,TX,79533,79533,4.57,2018-2022,2020,Census
Zip Code Tabulation Area,75482,TX,75482,75482,4.56,2018-2022,2020,Census
Zip Code Tabulation Area,76040,TX,76040,76040,4.56,2018-2022,2020,Census
Zip Code Tabulation Area,78757,TX,78757,78757,4.56,2018-2022,2020,Census
Zip Code Tabulation Area,75481,TX,75481,75481,4.55,2018-2022,2020,Census
Zip Code Tabulation Area,79007,TX,79007,79007,4.55,2018-2022,2020,Census
Zip Code Tabulation Area,79912,TX,79912,79912,4.55,2018-2022,2020,Census
Zip Code Tabulation Area,78059,TX,78059,78059,4.53,2018-2022,2020,Census
Zip Code Tabulation Area,76051,TX,76051,76051,4.52,2018-2022,2020,Census
Zip Code Tabulation Area,76442,TX,76442,76442,4.51,2018-2022,2020,Census
Zip Code Tabulation Area,76632,TX,76632,76632,4.51,2018-2022,2020,Census
Zip Code Tabulation Area,75039,TX,75039,75039,4.49,2018-2022,2020,Census
Zip Code Tabulation Area,76230,TX,76230,76230,4.49,2018-2022,2020,Census
Zip Code Tabulation Area,77075,TX,77075,77075,4.49,2018-2022,2020,Census
Zip Code Tabulation Area,77407,TX,77407,77407,4.48,2018-2022,2020,Census
Zip Code Tabulation Area,77995,TX,77995,77995,4.48,2018-2022,2020,Census
Zip Code Tabulation Area,77547,TX,77547,77547,4.47,2018-2022,2020,Census
Zip Code Tabulation Area,77484,TX,77484,77484,4.46,2018-2022,2020,Census
Zip Code Tabulation Area,75426,TX,75426,75426,4.44,2018-2022,2020,Census
Zip Code Tabulation Area,77331,TX,77331,77331,4.44,2018-2022,2020,Census
Zip Code Tabulation Area,75860,TX,75860,75860,4.43,2018-2022,2020,Census
Zip Code Tabulation Area,78160,TX,78160,78160,4.43,2018-2022,2020,Census
Zip Code Tabulation Area,78382,TX,78382,78382,4.42,2018-2022,2020,Census
Zip Code Tabulation Area,78413,TX,78413,78413,4.42,2018-2022,2020,Census
Zip Code Tabulation Area,78611,TX,78611,78611,4.42,2018-2022,2020,Census
Zip Code Tabulation Area,79532,TX,79532,79532,4.42,2018-2022,2020,Census
Zip Code Tabulation Area,75669,TX,75669,75669,4.41,2018-2022,2020,Census
Zip Code Tabulation Area,77047,TX,77047,77047,4.41,2018-2022,2020,Census
Zip Code Tabulation Area,77471,TX,77471,77471,4.41,2018-2022,2020,Census
Zip Code Tabulation Area,78072,TX,78072,78072,4.41,2018-2022,2020,Census
Zip Code Tabulation Area,78539,TX,78539,78539,4.41,2018-2022,2020,Census
Zip Code Tabulation Area,75901,TX,75901,75901,4.4,2018-2022,2020,Census
Zip Code Tabulation Area,77461,TX,77461,77461,4.4,2018-2022,2020,Census
Zip Code Tabulation Area,78233,TX,78233,78233,4.4,2018-2022,2020,Census
Zip Code Tabulation Area,78410,TX,78410,78410,4.39,2018-2022,2020,Census
Zip Code Tabulation Area,79407,TX,79407,79407,4.39,2018-2022,2020,Census
Zip Code Tabulation Area,77536,TX,77536,77536,4.38,2018-2022,2020,Census
Zip Code Tabulation Area,75093,TX,75093,75093,4.37,2018-2022,2020,Census
Zip Code Tabulation Area,76866,TX,76866,76866,4.37,2018-2022,2020,Census
Zip Code Tabulation Area,78543,TX,78543,78543,4.37,2018-2022,2020,Census
Zip Code Tabulation Area,75571,TX,75571,75571,4.36,2018-2022,2020,Census
Zip Code Tabulation Area,75656,TX,75656,75656,4.36,2018-2022,2020,Census
Zip Code Tabulation Area,76106,TX,76106,76106,4.36,2018-2022,2020,Census
Zip Code Tabulation Area,76209,TX,76209,76209,4.36,2018-2022,2020,Census
Zip Code Tabulation Area,76053,TX,76053,76053,4.34,2018-2022,2020,Census
Zip Code Tabulation Area,76446,TX,76446,76446,4.33,2018-2022,2020,Census
Zip Code Tabulation Area,79250,TX,79250,79250,4.32,2018-2022,2020,Census
Zip Code Tabulation Area,79605,TX,79605,79605,4.32,2018-2022,2020,Census
Zip Code Tabulation Area,79853,TX,79853,79853,4.32,2018-2022,2020,Census
Zip Code Tabulation Area,77043,TX,77043,77043,4.31,2018-2022,2020,Census
Zip Code Tabulation Area,78230,TX,78230,78230,4.31,2018-2022,2020,Census
Zip Code Tabulation Area,75652,TX,75652,75652,4.3,2018-2022,2020,Census
Zip Code Tabulation Area,76450,TX,76450,76450,4.3,2018-2022,2020,Census
Zip Code Tabulation Area,77879,TX,77879,77879,4.3,2018-2022,2020,Census
Zip Code Tabulation Area,78362,TX,78362,78362,4.3,2018-2022,2020,Census
Zip Code Tabulation Area,78552,TX,78552,78552,4.3,2018-2022,2020,Census
Zip Code Tabulation Area,79329,TX,79329,79329,4.3,2018-2022,2020,Census
Zip Code Tabulation Area,76904,TX,76904,76904,4.29,2018-2022,2020,Census
Zip Code Tabulation Area,78065,TX,78065,78065,4.29,2018-2022,2020,Census
Zip Code Tabulation Area,79821,TX,79821,79821,4.29,2018-2022,2020,Census
Zip Code Tabulation Area,76832,TX,76832,76832,4.28,2018-2022,2020,Census
Zip Code Tabulation Area,78574,TX,78574,78574,4.27,2018-2022,2020,Census
Zip Code Tabulation Area,79009,TX,79009,79009,4.27,2018-2022,2020,Census
Zip Code Tabulation Area,77068,TX,77068,77068,4.26,2018-2022,2020,Census
Zip Code Tabulation Area,76365,TX,76365,76365,4.25,2018-2022,2020,Census
Zip Code Tabulation Area,79413,TX,79413,79413,4.25,2018-2022,2020,Census
Zip Code Tabulation Area,79762,TX,79762,79762,4.25,2018-2022,2020,Census
Zip Code Tabulation Area,76534,TX,76534,76534,4.23,2018-2022,2020,Census
Zip Code Tabulation Area,78628,TX,78628,78628,4.23,2018-2022,2020,Census
Zip Code Tabulation Area,79095,TX,79095,79095,4.23,2018-2022,2020,Census
Zip Code Tabulation Area,76009,TX,76009,76009,4.2,2018-2022,2020,Census
Zip Code Tabulation Area,76177,TX,76177,76177,4.2,2018-2022,2020,Census
Zip Code Tabulation Area,76513,TX,76513,76513,4.2,2018-2022,2020,Census
Zip Code Tabulation Area,79705,TX,79705,79705,4.2,2018-2022,2020,Census
Zip Code Tabulation Area,78636,TX,78636,78636,4.19,2018-2022,2020,Census
Zip Code Tabulation Area,79357,TX,79357,79357,4.19,2018-2022,2020,Census
Zip Code Tabulation Area,75438,TX,75438,75438,4.18,2018-2022,2020,Census
Zip Code Tabulation Area,75855,TX,75855,75855,4.18,2018-2022,2020,Census
Zip Code Tabulation Area,76457,TX,76457,76457,4.18,2018-2022,2020,Census
Zip Code Tabulation Area,78239,TX,78239,78239,4.18,2018-2022,2020,Census
Zip Code Tabulation Area,75159,TX,75159,75159,4.17,2018-2022,2020,Census
Zip Code Tabulation Area,76901,TX,76901,76901,4.17,2018-2022,2020,Census
Zip Code Tabulation Area,75209,TX,75209,75209,4.16,2018-2022,2020,Census
Zip Code Tabulation Area,76014,TX,76014,76014,4.16,2018-2022,2020,Census
Zip Code Tabulation Area,78754,TX,78754,78754,4.16,2018-2022,2020,Census
Zip Code Tabulation Area,75436,TX,75436,75436,4.15,2018-2022,2020,Census
Zip Code Tabulation Area,78046,TX,78046,78046,4.15,2018-2022,2020,Census
Zip Code Tabulation Area,78372,TX,78372,78372,4.15,2018-2022,2020,Census
Zip Code Tabulation Area,79046,TX,79046,79046,4.15,2018-2022,2020,Census
Zip Code Tabulation Area,75077,TX,75077,75077,4.14,2018-2022,2020,Census
Zip Code Tabulation Area,75165,TX,75165,75165,4.14,2018-2022,2020,Census
Zip Code Tabulation Area,78597,TX,78597,78597,4.14,2018-2022,2020,Census
Zip Code Tabulation Area,76652,TX,76652,76652,4.13,2018-2022,2020,Census
Zip Code Tabulation Area,76627,TX,76627,76627,4.12,2018-2022,2020,Census
Zip Code Tabulation Area,76936,TX,76936,76936,4.12,2018-2022,2020,Census
Zip Code Tabulation Area,77974,TX,77974,77974,4.12,2018-2022,2020,Census
Zip Code Tabulation Area,78541,TX,78541,78541,4.12,2018-2022,2020,Census
Zip Code Tabulation Area,75417,TX,75417,75417,4.11,2018-2022,2020,Census
Zip Code Tabulation Area,78962,TX,78962,78962,4.1,2018-2022,2020,Census
Zip Code Tabulation Area,79763,TX,79763,79763,4.1,2018-2022,2020,Census
Zip Code Tabulation Area,76711,TX,76711,76711,4.09,2018-2022,2020,Census
Zip Code Tabulation Area,77065,TX,77065,77065,4.09,2018-2022,2020,Census
Zip Code Tabulation Area,77360,TX,77360,77360,4.08,2018-2022,2020,Census
Zip Code Tabulation Area,75684,TX,75684,75684,4.07,2018-2022,2020,Census
Zip Code Tabulation Area,78351,TX,78351,78351,4.07,2018-2022,2020,Census
Zip Code Tabulation Area,75137,TX,75137,75137,4.06,2018-2022,2020,Census
Zip Code Tabulation Area,77530,TX,77530,77530,4.06,2018-2022,2020,Census
Zip Code Tabulation Area,75060,TX,75060,75060,4.03,2018-2022,2020,Census
Zip Code Tabulation Area,76048,TX,76048,76048,4.03,2018-2022,2020,Census
Zip Code Tabulation Area,76443,TX,76443,76443,4.01,2018-2022,2020,Census
Zip Code Tabulation Area,75146,TX,75146,75146,4,2018-2022,2020,Census
Zip Code Tabulation Area,75462,TX,75462,75462,4,2018-2022,2020,Census
Zip Code Tabulation Area,76483,TX,76483,76483,4,2018-2022,2020,Census
Zip Code Tabulation Area,76853,TX,76853,76853,3.99,2018-2022,2020,Census
Zip Code Tabulation Area,76856,TX,76856,76856,3.99,2018-2022,2020,Census
Zip Code Tabulation Area,77563,TX,77563,77563,3.98,2018-2022,2020,Census
Zip Code Tabulation Area,76554,TX,76554,76554,3.97,2018-2022,2020,Census
Zip Code Tabulation Area,78759,TX,78759,78759,3.97,2018-2022,2020,Census
Zip Code Tabulation Area,77541,TX,77541,77541,3.95,2018-2022,2020,Census
Zip Code Tabulation Area,76655,TX,76655,76655,3.94,2018-2022,2020,Census
Zip Code Tabulation Area,79096,TX,79096,79096,3.94,2018-2022,2020,Census
Zip Code Tabulation Area,75147,TX,75147,75147,3.93,2018-2022,2020,Census
Zip Code Tabulation Area,76427,TX,76427,76427,3.93,2018-2022,2020,Census
Zip Code Tabulation Area,77627,TX,77627,77627,3.93,2018-2022,2020,Census
Zip Code Tabulation Area,79756,TX,79756,79756,3.93,2018-2022,2020,Census
Zip Code Tabulation Area,78542,TX,78542,78542,3.92,2018-2022,2020,Census
Zip Code Tabulation Area,76859,TX,76859,76859,3.9,2018-2022,2020,Census
Zip Code Tabulation Area,79245,TX,79245,79245,3.89,2018-2022,2020,Census
Zip Code Tabulation Area,75124,TX,75124,75124,3.88,2018-2022,2020,Census
Zip Code Tabulation Area,75149,TX,75149,75149,3.88,2018-2022,2020,Census
Zip Code Tabulation Area,75654,TX,75654,75654,3.88,2018-2022,2020,Census
Zip Code Tabulation Area,75668,TX,75668,75668,3.88,2018-2022,2020,Census
Zip Code Tabulation Area,79339,TX,79339,79339,3.88,2018-2022,2020,Census
Zip Code Tabulation Area,79764,TX,79764,79764,3.88,2018-2022,2020,Census
Zip Code Tabulation Area,75041,TX,75041,75041,3.87,2018-2022,2020,Census
Zip Code Tabulation Area,75703,TX,75703,75703,3.87,2018-2022,2020,Census
Zip Code Tabulation Area,75792,TX,75792,75792,3.87,2018-2022,2020,Census
Zip Code Tabulation Area,78580,TX,78580,78580,3.86,2018-2022,2020,Census
Zip Code Tabulation Area,77049,TX,77049,77049,3.85,2018-2022,2020,Census
Zip Code Tabulation Area,77406,TX,77406,77406,3.85,2018-2022,2020,Census
Zip Code Tabulation Area,77437,TX,77437,77437,3.84,2018-2022,2020,Census
Zip Code Tabulation Area,79752,TX,79752,79752,3.83,2018-2022,2020,Census
Zip Code Tabulation Area,78602,TX,78602,78602,3.82,2018-2022,2020,Census
Zip Code Tabulation Area,77449,TX,77449,77449,3.81,2018-2022,2020,Census
Zip Code Tabulation Area,76180,TX,76180,76180,3.8,2018-2022,2020,Census
Zip Code Tabulation Area,75234,TX,75234,75234,3.79,2018-2022,2020,Census
Zip Code Tabulation Area,75976,TX,75976,75976,3.79,2018-2022,2020,Census
Zip Code Tabulation Area,75440,TX,75440,75440,3.78,2018-2022,2020,Census
Zip Code Tabulation Area,75980,TX,75980,75980,3.78,2018-2022,2020,Census
Zip Code Tabulation Area,78412,TX,78412,78412,3.78,2018-2022,2020,Census
Zip Code Tabulation Area,75067,TX,75067,75067,3.76,2018-2022,2020,Census
Zip Code Tabulation Area,75423,TX,75423,75423,3.76,2018-2022,2020,Census
Zip Code Tabulation Area,79504,TX,79504,79504,3.76,2018-2022,2020,Census
Zip Code Tabulation Area,79360,TX,79360,79360,3.75,2018-2022,2020,Census
Zip Code Tabulation Area,79364,TX,79364,79364,3.75,2018-2022,2020,Census
Zip Code Tabulation Area,75253,TX,75253,75253,3.73,2018-2022,2020,Census
Zip Code Tabulation Area,75681,TX,75681,75681,3.73,2018-2022,2020,Census
Zip Code Tabulation Area,76657,TX,76657,76657,3.73,2018-2022,2020,Census
Zip Code Tabulation Area,76679,TX,76679,76679,3.73,2018-2022,2020,Census
Zip Code Tabulation Area,78590,TX,78590,78590,3.73,2018-2022,2020,Census
Zip Code Tabulation Area,79014,TX,79014,79014,3.73,2018-2022,2020,Census
Zip Code Tabulation Area,79848,TX,79848,79848,3.73,2018-2022,2020,Census
Zip Code Tabulation Area,78504,TX,78504,78504,3.72,2018-2022,2020,Census
Zip Code Tabulation Area,77375,TX,77375,77375,3.71,2018-2022,2020,Census
Zip Code Tabulation Area,76574,TX,76574,76574,3.7,2018-2022,2020,Census
Zip Code Tabulation Area,76858,TX,76858,76858,3.7,2018-2022,2020,Census
