Geography Type Description,Geography Name,Sits in State,GeoID,Formatted GeoID,Percent Housing Units with 0 Vehicles Available,Data Time Period,Geographic Vintage,Data Source
Zip Code Tabulation Area,78109,TX,78109,78109,2.14,2018-2022,2020,Census
Zip Code Tabulation Area,78254,TX,78254,78254,2.14,2018-2022,2020,Census
Zip Code Tabulation Area,75469,TX,75469,75469,2.13,2018-2022,2020,Census
Zip Code Tabulation Area,79566,TX,79566,79566,2.13,2018-2022,2020,Census
Zip Code Tabulation Area,75056,TX,75056,75056,2.12,2018-2022,2020,Census
Zip Code Tabulation Area,75451,TX,75451,75451,2.12,2018-2022,2020,Census
Zip Code Tabulation Area,78259,TX,78259,78259,2.12,2018-2022,2020,Census
Zip Code Tabulation Area,79034,TX,79034,79034,2.12,2018-2022,2020,Census
Zip Code Tabulation Area,75468,TX,75468,75468,2.11,2018-2022,2020,Census
Zip Code Tabulation Area,76630,TX,76630,76630,2.11,2018-2022,2020,Census
Zip Code Tabulation Area,76050,TX,76050,76050,2.1,2018-2022,2020,Census
Zip Code Tabulation Area,77433,TX,77433,77433,2.1,2018-2022,2020,Census
Zip Code Tabulation Area,78746,TX,78746,78746,2.1,2018-2022,2020,Census
Zip Code Tabulation Area,79201,TX,79201,79201,2.09,2018-2022,2020,Census
Zip Code Tabulation Area,78379,TX,78379,78379,2.08,2018-2022,2020,Census
Zip Code Tabulation Area,78659,TX,78659,78659,2.08,2018-2022,2020,Census
Zip Code Tabulation Area,78748,TX,78748,78748,2.08,2018-2022,2020,Census
Zip Code Tabulation Area,79536,TX,79536,79536,2.08,2018-2022,2020,Census
Zip Code Tabulation Area,75048,TX,75048,75048,2.07,2018-2022,2020,Census
Zip Code Tabulation Area,76871,TX,76871,76871,2.07,2018-2022,2020,Census
Zip Code Tabulation Area,77345,TX,77345,77345,2.07,2018-2022,2020,Census
Zip Code Tabulation Area,78152,TX,78152,78152,2.07,2018-2022,2020,Census
Zip Code Tabulation Area,76802,TX,76802,76802,2.06,2018-2022,2020,Census
Zip Code Tabulation Area,76036,TX,76036,76036,2.05,2018-2022,2020,Census
Zip Code Tabulation Area,76123,TX,76123,76123,2.05,2018-2022,2020,Census
Zip Code Tabulation Area,78045,TX,78045,78045,2.05,2018-2022,2020,Census
Zip Code Tabulation Area,76108,TX,76108,76108,2.04,2018-2022,2020,Census
Zip Code Tabulation Area,76486,TX,76486,76486,2.04,2018-2022,2020,Census
Zip Code Tabulation Area,78633,TX,78633,78633,2.04,2018-2022,2020,Census
Zip Code Tabulation Area,76227,TX,76227,76227,2.03,2018-2022,2020,Census
Zip Code Tabulation Area,76641,TX,76641,76641,2.03,2018-2022,2020,Census
Zip Code Tabulation Area,76653,TX,76653,76653,2.03,2018-2022,2020,Census
Zip Code Tabulation Area,77554,TX,77554,77554,2.03,2018-2022,2020,Census
Zip Code Tabulation Area,76640,TX,76640,76640,2.02,2018-2022,2020,Census
Zip Code Tabulation Area,78616,TX,78616,78616,2.01,2018-2022,2020,Census
Zip Code Tabulation Area,76311,TX,76311,76311,2,2018-2022,2020,Census
Zip Code Tabulation Area,77573,TX,77573,77573,2,2018-2022,2020,Census
Zip Code Tabulation Area,78389,TX,78389,78389,2,2018-2022,2020,Census
Zip Code Tabulation Area,75163,TX,75163,75163,1.99,2018-2022,2020,Census
Zip Code Tabulation Area,77984,TX,77984,77984,1.99,2018-2022,2020,Census
Zip Code Tabulation Area,78148,TX,78148,78148,1.98,2018-2022,2020,Census
Zip Code Tabulation Area,76530,TX,76530,76530,1.97,2018-2022,2020,Census
Zip Code Tabulation Area,77066,TX,77066,77066,1.97,2018-2022,2020,Census
Zip Code Tabulation Area,77318,TX,77318,77318,1.96,2018-2022,2020,Census
Zip Code Tabulation Area,79092,TX,79092,79092,1.96,2018-2022,2020,Census
Zip Code Tabulation Area,75019,TX,75019,75019,1.95,2018-2022,2020,Census
Zip Code Tabulation Area,79087,TX,79087,79087,1.95,2018-2022,2020,Census
Zip Code Tabulation Area,75152,TX,75152,75152,1.93,2018-2022,2020,Census
Zip Code Tabulation Area,78726,TX,78726,78726,1.93,2018-2022,2020,Census
Zip Code Tabulation Area,79355,TX,79355,79355,1.93,2018-2022,2020,Census
Zip Code Tabulation Area,76637,TX,76637,76637,1.92,2018-2022,2020,Census
Zip Code Tabulation Area,78070,TX,78070,78070,1.92,2018-2022,2020,Census
Zip Code Tabulation Area,78141,TX,78141,78141,1.92,2018-2022,2020,Census
Zip Code Tabulation Area,78375,TX,78375,78375,1.92,2018-2022,2020,Census
Zip Code Tabulation Area,75494,TX,75494,75494,1.91,2018-2022,2020,Census
Zip Code Tabulation Area,77845,TX,77845,77845,1.91,2018-2022,2020,Census
Zip Code Tabulation Area,77562,TX,77562,77562,1.9,2018-2022,2020,Census
Zip Code Tabulation Area,76476,TX,76476,76476,1.89,2018-2022,2020,Census
Zip Code Tabulation Area,79788,TX,79788,79788,1.89,2018-2022,2020,Census
Zip Code Tabulation Area,75109,TX,75109,75109,1.88,2018-2022,2020,Census
Zip Code Tabulation Area,78159,TX,78159,78159,1.88,2018-2022,2020,Census
Zip Code Tabulation Area,75065,TX,75065,75065,1.87,2018-2022,2020,Census
Zip Code Tabulation Area,77565,TX,77565,77565,1.87,2018-2022,2020,Census
Zip Code Tabulation Area,76877,TX,76877,76877,1.86,2018-2022,2020,Census
Zip Code Tabulation Area,75410,TX,75410,75410,1.85,2018-2022,2020,Census
Zip Code Tabulation Area,78252,TX,78252,78252,1.85,2018-2022,2020,Census
Zip Code Tabulation Area,76092,TX,76092,76092,1.84,2018-2022,2020,Census
Zip Code Tabulation Area,75135,TX,75135,75135,1.83,2018-2022,2020,Census
Zip Code Tabulation Area,75846,TX,75846,75846,1.83,2018-2022,2020,Census
Zip Code Tabulation Area,76462,TX,76462,76462,1.83,2018-2022,2020,Census
Zip Code Tabulation Area,78734,TX,78734,78734,1.83,2018-2022,2020,Census
Zip Code Tabulation Area,76002,TX,76002,76002,1.82,2018-2022,2020,Census
Zip Code Tabulation Area,75633,TX,75633,75633,1.81,2018-2022,2020,Census
Zip Code Tabulation Area,78617,TX,78617,78617,1.81,2018-2022,2020,Census
Zip Code Tabulation Area,76933,TX,76933,76933,1.8,2018-2022,2020,Census
Zip Code Tabulation Area,78247,TX,78247,78247,1.8,2018-2022,2020,Census
Zip Code Tabulation Area,79061,TX,79061,79061,1.8,2018-2022,2020,Census
Zip Code Tabulation Area,76827,TX,76827,76827,1.79,2018-2022,2020,Census
Zip Code Tabulation Area,79928,TX,79928,79928,1.79,2018-2022,2020,Census
Zip Code Tabulation Area,75103,TX,75103,75103,1.77,2018-2022,2020,Census
Zip Code Tabulation Area,76556,TX,76556,76556,1.77,2018-2022,2020,Census
Zip Code Tabulation Area,75082,TX,75082,75082,1.76,2018-2022,2020,Census
Zip Code Tabulation Area,77328,TX,77328,77328,1.76,2018-2022,2020,Census
Zip Code Tabulation Area,75127,TX,75127,75127,1.74,2018-2022,2020,Census
Zip Code Tabulation Area,77335,TX,77335,77335,1.74,2018-2022,2020,Census
Zip Code Tabulation Area,76527,TX,76527,76527,1.73,2018-2022,2020,Census
Zip Code Tabulation Area,78610,TX,78610,78610,1.73,2018-2022,2020,Census
Zip Code Tabulation Area,77094,TX,77094,77094,1.72,2018-2022,2020,Census
Zip Code Tabulation Area,78665,TX,78665,78665,1.71,2018-2022,2020,Census
Zip Code Tabulation Area,75189,TX,75189,75189,1.7,2018-2022,2020,Census
Zip Code Tabulation Area,76821,TX,76821,76821,1.7,2018-2022,2020,Census
Zip Code Tabulation Area,77355,TX,77355,77355,1.7,2018-2022,2020,Census
Zip Code Tabulation Area,75567,TX,75567,75567,1.69,2018-2022,2020,Census
Zip Code Tabulation Area,76262,TX,76262,76262,1.69,2018-2022,2020,Census
Zip Code Tabulation Area,76682,TX,76682,76682,1.69,2018-2022,2020,Census
Zip Code Tabulation Area,79244,TX,79244,79244,1.69,2018-2022,2020,Census
Zip Code Tabulation Area,75550,TX,75550,75550,1.67,2018-2022,2020,Census
Zip Code Tabulation Area,78640,TX,78640,78640,1.65,2018-2022,2020,Census
Zip Code Tabulation Area,77354,TX,77354,77354,1.64,2018-2022,2020,Census
Zip Code Tabulation Area,77357,TX,77357,77357,1.64,2018-2022,2020,Census
Zip Code Tabulation Area,79714,TX,79714,79714,1.64,2018-2022,2020,Census
Zip Code Tabulation Area,75554,TX,75554,75554,1.63,2018-2022,2020,Census
Zip Code Tabulation Area,75088,TX,75088,75088,1.62,2018-2022,2020,Census
Zip Code Tabulation Area,76449,TX,76449,76449,1.62,2018-2022,2020,Census
Zip Code Tabulation Area,78113,TX,78113,78113,1.62,2018-2022,2020,Census
Zip Code Tabulation Area,79225,TX,79225,79225,1.62,2018-2022,2020,Census
Zip Code Tabulation Area,76643,TX,76643,76643,1.61,2018-2022,2020,Census
Zip Code Tabulation Area,77430,TX,77430,77430,1.61,2018-2022,2020,Census
Zip Code Tabulation Area,79512,TX,79512,79512,1.61,2018-2022,2020,Census
Zip Code Tabulation Area,75070,TX,75070,75070,1.6,2018-2022,2020,Census
Zip Code Tabulation Area,78575,TX,78575,78575,1.59,2018-2022,2020,Census
Zip Code Tabulation Area,76044,TX,76044,76044,1.58,2018-2022,2020,Census
Zip Code Tabulation Area,78406,TX,78406,78406,1.58,2018-2022,2020,Census
Zip Code Tabulation Area,75929,TX,75929,75929,1.57,2018-2022,2020,Census
Zip Code Tabulation Area,76118,TX,76118,76118,1.57,2018-2022,2020,Census
Zip Code Tabulation Area,77586,TX,77586,77586,1.57,2018-2022,2020,Census
Zip Code Tabulation Area,75442,TX,75442,75442,1.56,2018-2022,2020,Census
Zip Code Tabulation Area,76078,TX,76078,76078,1.56,2018-2022,2020,Census
Zip Code Tabulation Area,77346,TX,77346,77346,1.56,2018-2022,2020,Census
Zip Code Tabulation Area,75002,TX,75002,75002,1.55,2018-2022,2020,Census
Zip Code Tabulation Area,75851,TX,75851,75851,1.55,2018-2022,2020,Census
Zip Code Tabulation Area,76463,TX,76463,76463,1.55,2018-2022,2020,Census
Zip Code Tabulation Area,77316,TX,77316,77316,1.54,2018-2022,2020,Census
Zip Code Tabulation Area,78154,TX,78154,78154,1.53,2018-2022,2020,Census
Zip Code Tabulation Area,79938,TX,79938,79938,1.53,2018-2022,2020,Census
Zip Code Tabulation Area,77873,TX,77873,77873,1.52,2018-2022,2020,Census
Zip Code Tabulation Area,79517,TX,79517,79517,1.52,2018-2022,2020,Census
Zip Code Tabulation Area,76052,TX,76052,76052,1.51,2018-2022,2020,Census
Zip Code Tabulation Area,76266,TX,76266,76266,1.51,2018-2022,2020,Census
Zip Code Tabulation Area,77423,TX,77423,77423,1.49,2018-2022,2020,Census
Zip Code Tabulation Area,75707,TX,75707,75707,1.48,2018-2022,2020,Census
Zip Code Tabulation Area,75072,TX,75072,75072,1.46,2018-2022,2020,Census
Zip Code Tabulation Area,77651,TX,77651,77651,1.46,2018-2022,2020,Census
Zip Code Tabulation Area,78266,TX,78266,78266,1.46,2018-2022,2020,Census
Zip Code Tabulation Area,76511,TX,76511,76511,1.45,2018-2022,2020,Census
Zip Code Tabulation Area,77303,TX,77303,77303,1.45,2018-2022,2020,Census
Zip Code Tabulation Area,77611,TX,77611,77611,1.45,2018-2022,2020,Census
Zip Code Tabulation Area,79220,TX,79220,79220,1.45,2018-2022,2020,Census
Zip Code Tabulation Area,75691,TX,75691,75691,1.44,2018-2022,2020,Census
Zip Code Tabulation Area,78641,TX,78641,78641,1.44,2018-2022,2020,Census
Zip Code Tabulation Area,76001,TX,76001,76001,1.42,2018-2022,2020,Census
Zip Code Tabulation Area,76437,TX,76437,76437,1.42,2018-2022,2020,Census
Zip Code Tabulation Area,76624,TX,76624,76624,1.42,2018-2022,2020,Census
Zip Code Tabulation Area,75076,TX,75076,75076,1.41,2018-2022,2020,Census
Zip Code Tabulation Area,77095,TX,77095,77095,1.41,2018-2022,2020,Census
Zip Code Tabulation Area,77388,TX,77388,77388,1.41,2018-2022,2020,Census
Zip Code Tabulation Area,79526,TX,79526,79526,1.4,2018-2022,2020,Census
Zip Code Tabulation Area,75087,TX,75087,75087,1.39,2018-2022,2020,Census
Zip Code Tabulation Area,76389,TX,76389,76389,1.39,2018-2022,2020,Census
Zip Code Tabulation Area,76621,TX,76621,76621,1.39,2018-2022,2020,Census
Zip Code Tabulation Area,79501,TX,79501,79501,1.39,2018-2022,2020,Census
Zip Code Tabulation Area,78747,TX,78747,78747,1.38,2018-2022,2020,Census
Zip Code Tabulation Area,75078,TX,75078,75078,1.37,2018-2022,2020,Census
Zip Code Tabulation Area,75471,TX,75471,75471,1.37,2018-2022,2020,Census
Zip Code Tabulation Area,76638,TX,76638,76638,1.37,2018-2022,2020,Census
Zip Code Tabulation Area,77857,TX,77857,77857,1.37,2018-2022,2020,Census
Zip Code Tabulation Area,78946,TX,78946,78946,1.37,2018-2022,2020,Census
Zip Code Tabulation Area,75028,TX,75028,75028,1.36,2018-2022,2020,Census
Zip Code Tabulation Area,77377,TX,77377,77377,1.36,2018-2022,2020,Census
Zip Code Tabulation Area,77401,TX,77401,77401,1.36,2018-2022,2020,Census
Zip Code Tabulation Area,77564,TX,77564,77564,1.36,2018-2022,2020,Census
Zip Code Tabulation Area,75839,TX,75839,75839,1.34,2018-2022,2020,Census
Zip Code Tabulation Area,76148,TX,76148,76148,1.34,2018-2022,2020,Census
Zip Code Tabulation Area,76087,TX,76087,76087,1.32,2018-2022,2020,Census
Zip Code Tabulation Area,77459,TX,77459,77459,1.32,2018-2022,2020,Census
Zip Code Tabulation Area,78063,TX,78063,78063,1.32,2018-2022,2020,Census
Zip Code Tabulation Area,75490,TX,75490,75490,1.3,2018-2022,2020,Census
Zip Code Tabulation Area,76861,TX,76861,76861,1.3,2018-2022,2020,Census
Zip Code Tabulation Area,79084,TX,79084,79084,1.3,2018-2022,2020,Census
Zip Code Tabulation Area,79520,TX,79520,79520,1.3,2018-2022,2020,Census
Zip Code Tabulation Area,78121,TX,78121,78121,1.29,2018-2022,2020,Census
Zip Code Tabulation Area,75758,TX,75758,75758,1.27,2018-2022,2020,Census
Zip Code Tabulation Area,75762,TX,75762,75762,1.27,2018-2022,2020,Census
Zip Code Tabulation Area,76690,TX,76690,76690,1.27,2018-2022,2020,Census
Zip Code Tabulation Area,77545,TX,77545,77545,1.27,2018-2022,2020,Census
Zip Code Tabulation Area,76258,TX,76258,76258,1.25,2018-2022,2020,Census
Zip Code Tabulation Area,78733,TX,78733,78733,1.24,2018-2022,2020,Census
Zip Code Tabulation Area,75756,TX,75756,75756,1.21,2018-2022,2020,Census
Zip Code Tabulation Area,78255,TX,78255,78255,1.21,2018-2022,2020,Census
Zip Code Tabulation Area,76131,TX,76131,76131,1.2,2018-2022,2020,Census
Zip Code Tabulation Area,77861,TX,77861,77861,1.2,2018-2022,2020,Census
Zip Code Tabulation Area,78750,TX,78750,78750,1.2,2018-2022,2020,Census
Zip Code Tabulation Area,76234,TX,76234,76234,1.19,2018-2022,2020,Census
Zip Code Tabulation Area,77830,TX,77830,77830,1.19,2018-2022,2020,Census
Zip Code Tabulation Area,75249,TX,75249,75249,1.17,2018-2022,2020,Census
Zip Code Tabulation Area,75173,TX,75173,75173,1.16,2018-2022,2020,Census
Zip Code Tabulation Area,76035,TX,76035,76035,1.15,2018-2022,2020,Census
Zip Code Tabulation Area,76857,TX,76857,76857,1.15,2018-2022,2020,Census
Zip Code Tabulation Area,77373,TX,77373,77373,1.15,2018-2022,2020,Census
Zip Code Tabulation Area,77583,TX,77583,77583,1.15,2018-2022,2020,Census
Zip Code Tabulation Area,75682,TX,75682,75682,1.14,2018-2022,2020,Census
Zip Code Tabulation Area,76264,TX,76264,76264,1.14,2018-2022,2020,Census
Zip Code Tabulation Area,75944,TX,75944,75944,1.13,2018-2022,2020,Census
Zip Code Tabulation Area,76049,TX,76049,76049,1.13,2018-2022,2020,Census
Zip Code Tabulation Area,76207,TX,76207,76207,1.12,2018-2022,2020,Census
Zip Code Tabulation Area,77808,TX,77808,77808,1.12,2018-2022,2020,Census
Zip Code Tabulation Area,75058,TX,75058,75058,1.11,2018-2022,2020,Census
Zip Code Tabulation Area,76071,TX,76071,76071,1.11,2018-2022,2020,Census
Zip Code Tabulation Area,77365,TX,77365,77365,1.11,2018-2022,2020,Census
Zip Code Tabulation Area,77660,TX,77660,77660,1.11,2018-2022,2020,Census
Zip Code Tabulation Area,78652,TX,78652,78652,1.11,2018-2022,2020,Census
Zip Code Tabulation Area,76085,TX,76085,76085,1.1,2018-2022,2020,Census
Zip Code Tabulation Area,75157,TX,75157,75157,1.09,2018-2022,2020,Census
Zip Code Tabulation Area,77581,TX,77581,77581,1.09,2018-2022,2020,Census
Zip Code Tabulation Area,79110,TX,79110,79110,1.09,2018-2022,2020,Census
Zip Code Tabulation Area,79358,TX,79358,79358,1.09,2018-2022,2020,Census
Zip Code Tabulation Area,75757,TX,75757,75757,1.08,2018-2022,2020,Census
Zip Code Tabulation Area,76137,TX,76137,76137,1.08,2018-2022,2020,Census
Zip Code Tabulation Area,76571,TX,76571,76571,1.07,2018-2022,2020,Census
Zip Code Tabulation Area,76226,TX,76226,76226,1.06,2018-2022,2020,Census
Zip Code Tabulation Area,78117,TX,78117,78117,1.05,2018-2022,2020,Census
Zip Code Tabulation Area,78944,TX,78944,78944,1.05,2018-2022,2020,Census
Zip Code Tabulation Area,76065,TX,76065,76065,1.03,2018-2022,2020,Census
Zip Code Tabulation Area,76244,TX,76244,76244,1.03,2018-2022,2020,Census
Zip Code Tabulation Area,76379,TX,76379,76379,1.03,2018-2022,2020,Census
Zip Code Tabulation Area,76524,TX,76524,76524,1.03,2018-2022,2020,Census
Zip Code Tabulation Area,78244,TX,78244,78244,1.03,2018-2022,2020,Census
Zip Code Tabulation Area,75416,TX,75416,75416,1.02,2018-2022,2020,Census
Zip Code Tabulation Area,76058,TX,76058,76058,1.02,2018-2022,2020,Census
Zip Code Tabulation Area,77420,TX,77420,77420,1.02,2018-2022,2020,Census
Zip Code Tabulation Area,77665,TX,77665,77665,1.02,2018-2022,2020,Census
Zip Code Tabulation Area,77429,TX,77429,77429,1.01,2018-2022,2020,Census
Zip Code Tabulation Area,76228,TX,76228,76228,1,2018-2022,2020,Census
Zip Code Tabulation Area,76905,TX,76905,76905,1,2018-2022,2020,Census
Zip Code Tabulation Area,78055,TX,78055,78055,0.99,2018-2022,2020,Census
Zip Code Tabulation Area,75704,TX,75704,75704,0.98,2018-2022,2020,Census
Zip Code Tabulation Area,76054,TX,76054,76054,0.97,2018-2022,2020,Census
Zip Code Tabulation Area,77534,TX,77534,77534,0.97,2018-2022,2020,Census
Zip Code Tabulation Area,75166,TX,75166,75166,0.95,2018-2022,2020,Census
Zip Code Tabulation Area,76433,TX,76433,76433,0.95,2018-2022,2020,Census
Zip Code Tabulation Area,76633,TX,76633,76633,0.95,2018-2022,2020,Census
Zip Code Tabulation Area,78954,TX,78954,78954,0.95,2018-2022,2020,Census
Zip Code Tabulation Area,75478,TX,75478,75478,0.94,2018-2022,2020,Census
Zip Code Tabulation Area,76008,TX,76008,76008,0.94,2018-2022,2020,Census
Zip Code Tabulation Area,78003,TX,78003,78003,0.94,2018-2022,2020,Census
Zip Code Tabulation Area,78069,TX,78069,78069,0.94,2018-2022,2020,Census
Zip Code Tabulation Area,79549,TX,79549,79549,0.94,2018-2022,2020,Census
Zip Code Tabulation Area,79367,TX,79367,79367,0.93,2018-2022,2020,Census
Zip Code Tabulation Area,76569,TX,76569,76569,0.91,2018-2022,2020,Census
Zip Code Tabulation Area,75476,TX,75476,75476,0.9,2018-2022,2020,Census
Zip Code Tabulation Area,76084,TX,76084,76084,0.9,2018-2022,2020,Census
Zip Code Tabulation Area,79124,TX,79124,79124,0.89,2018-2022,2020,Census
Zip Code Tabulation Area,79366,TX,79366,79366,0.89,2018-2022,2020,Census
Zip Code Tabulation Area,75969,TX,75969,75969,0.88,2018-2022,2020,Census
Zip Code Tabulation Area,77041,TX,77041,77041,0.88,2018-2022,2020,Census
Zip Code Tabulation Area,79758,TX,79758,79758,0.87,2018-2022,2020,Census
Zip Code Tabulation Area,78653,TX,78653,78653,0.85,2018-2022,2020,Census
Zip Code Tabulation Area,79836,TX,79836,79836,0.85,2018-2022,2020,Census
Zip Code Tabulation Area,78108,TX,78108,78108,0.84,2018-2022,2020,Census
Zip Code Tabulation Area,78657,TX,78657,78657,0.84,2018-2022,2020,Census
Zip Code Tabulation Area,78235,TX,78235,78235,0.83,2018-2022,2020,Census
Zip Code Tabulation Area,75098,TX,75098,75098,0.82,2018-2022,2020,Census
Zip Code Tabulation Area,76852,TX,76852,76852,0.81,2018-2022,2020,Census
Zip Code Tabulation Area,76673,TX,76673,76673,0.8,2018-2022,2020,Census
Zip Code Tabulation Area,75054,TX,75054,75054,0.77,2018-2022,2020,Census
Zip Code Tabulation Area,75495,TX,75495,75495,0.77,2018-2022,2020,Census
Zip Code Tabulation Area,78261,TX,78261,78261,0.77,2018-2022,2020,Census
Zip Code Tabulation Area,76126,TX,76126,76126,0.76,2018-2022,2020,Census
Zip Code Tabulation Area,78615,TX,78615,78615,0.76,2018-2022,2020,Census
Zip Code Tabulation Area,75161,TX,75161,75161,0.75,2018-2022,2020,Census
Zip Code Tabulation Area,75452,TX,75452,75452,0.75,2018-2022,2020,Census
Zip Code Tabulation Area,76539,TX,76539,76539,0.74,2018-2022,2020,Census
Zip Code Tabulation Area,76844,TX,76844,76844,0.74,2018-2022,2020,Census
Zip Code Tabulation Area,76932,TX,76932,76932,0.73,2018-2022,2020,Census
Zip Code Tabulation Area,77059,TX,77059,77059,0.72,2018-2022,2020,Census
Zip Code Tabulation Area,78618,TX,78618,78618,0.72,2018-2022,2020,Census
Zip Code Tabulation Area,77713,TX,77713,77713,0.71,2018-2022,2020,Census
Zip Code Tabulation Area,78015,TX,78015,78015,0.71,2018-2022,2020,Census
Zip Code Tabulation Area,75158,TX,75158,75158,0.7,2018-2022,2020,Census
Zip Code Tabulation Area,75645,TX,75645,75645,0.7,2018-2022,2020,Census
Zip Code Tabulation Area,78147,TX,78147,78147,0.7,2018-2022,2020,Census
Zip Code Tabulation Area,78634,TX,78634,78634,0.7,2018-2022,2020,Census
Zip Code Tabulation Area,75022,TX,75022,75022,0.69,2018-2022,2020,Census
Zip Code Tabulation Area,76182,TX,76182,76182,0.69,2018-2022,2020,Census
Zip Code Tabulation Area,76544,TX,76544,76544,0.69,2018-2022,2020,Census
Zip Code Tabulation Area,75409,TX,75409,75409,0.68,2018-2022,2020,Census
Zip Code Tabulation Area,75930,TX,75930,75930,0.68,2018-2022,2020,Census
Zip Code Tabulation Area,78669,TX,78669,78669,0.66,2018-2022,2020,Census
Zip Code Tabulation Area,78725,TX,78725,78725,0.66,2018-2022,2020,Census
Zip Code Tabulation Area,76578,TX,76578,76578,0.65,2018-2022,2020,Census
Zip Code Tabulation Area,75453,TX,75453,75453,0.63,2018-2022,2020,Census
Zip Code Tabulation Area,76649,TX,76649,76649,0.63,2018-2022,2020,Census
Zip Code Tabulation Area,75422,TX,75422,75422,0.62,2018-2022,2020,Census
Zip Code Tabulation Area,75009,TX,75009,75009,0.61,2018-2022,2020,Census
Zip Code Tabulation Area,76239,TX,76239,76239,0.6,2018-2022,2020,Census
Zip Code Tabulation Area,77385,TX,77385,77385,0.6,2018-2022,2020,Census
Zip Code Tabulation Area,78606,TX,78606,78606,0.6,2018-2022,2020,Census
Zip Code Tabulation Area,79381,TX,79381,79381,0.6,2018-2022,2020,Census
Zip Code Tabulation Area,76250,TX,76250,76250,0.59,2018-2022,2020,Census
Zip Code Tabulation Area,78560,TX,78560,78560,0.59,2018-2022,2020,Census
Zip Code Tabulation Area,79080,TX,79080,79080,0.59,2018-2022,2020,Census
Zip Code Tabulation Area,75603,TX,75603,75603,0.58,2018-2022,2020,Census
Zip Code Tabulation Area,79545,TX,79545,79545,0.58,2018-2022,2020,Census
Zip Code Tabulation Area,79119,TX,79119,79119,0.57,2018-2022,2020,Census
Zip Code Tabulation Area,75489,TX,75489,75489,0.56,2018-2022,2020,Census
Zip Code Tabulation Area,79511,TX,79511,79511,0.56,2018-2022,2020,Census
Zip Code Tabulation Area,78234,TX,78234,78234,0.52,2018-2022,2020,Census
Zip Code Tabulation Area,78870,TX,78870,78870,0.52,2018-2022,2020,Census
Zip Code Tabulation Area,75569,TX,75569,75569,0.51,2018-2022,2020,Census
Zip Code Tabulation Area,77363,TX,77363,77363,0.51,2018-2022,2020,Census
Zip Code Tabulation Area,76005,TX,76005,76005,0.5,2018-2022,2020,Census
Zip Code Tabulation Area,77389,TX,77389,77389,0.5,2018-2022,2020,Census
Zip Code Tabulation Area,78260,TX,78260,78260,0.5,2018-2022,2020,Census
Zip Code Tabulation Area,76179,TX,76179,76179,0.49,2018-2022,2020,Census
Zip Code Tabulation Area,76055,TX,76055,76055,0.48,2018-2022,2020,Census
Zip Code Tabulation Area,78023,TX,78023,78023,0.48,2018-2022,2020,Census
Zip Code Tabulation Area,78264,TX,78264,78264,0.48,2018-2022,2020,Census
Zip Code Tabulation Area,76491,TX,76491,76491,0.47,2018-2022,2020,Census
Zip Code Tabulation Area,75454,TX,75454,75454,0.46,2018-2022,2020,Census
Zip Code Tabulation Area,75937,TX,75937,75937,0.43,2018-2022,2020,Census
Zip Code Tabulation Area,78002,TX,78002,78002,0.42,2018-2022,2020,Census
Zip Code Tabulation Area,75784,TX,75784,75784,0.4,2018-2022,2020,Census
Zip Code Tabulation Area,76538,TX,76538,76538,0.4,2018-2022,2020,Census
Zip Code Tabulation Area,78163,TX,78163,78163,0.4,2018-2022,2020,Census
Zip Code Tabulation Area,77386,TX,77386,77386,0.39,2018-2022,2020,Census
Zip Code Tabulation Area,77372,TX,77372,77372,0.38,2018-2022,2020,Census
Zip Code Tabulation Area,79713,TX,79713,79713,0.38,2018-2022,2020,Census
Zip Code Tabulation Area,78655,TX,78655,78655,0.36,2018-2022,2020,Census
Zip Code Tabulation Area,75114,TX,75114,75114,0.35,2018-2022,2020,Census
Zip Code Tabulation Area,78736,TX,78736,78736,0.35,2018-2022,2020,Census
Zip Code Tabulation Area,75036,TX,75036,75036,0.34,2018-2022,2020,Census
Zip Code Tabulation Area,76453,TX,76453,76453,0.3,2018-2022,2020,Census
Zip Code Tabulation Area,78620,TX,78620,78620,0.3,2018-2022,2020,Census
Zip Code Tabulation Area,76034,TX,76034,76034,0.29,2018-2022,2020,Census
Zip Code Tabulation Area,76059,TX,76059,76059,0.29,2018-2022,2020,Census
Zip Code Tabulation Area,77865,TX,77865,77865,0.29,2018-2022,2020,Census
Zip Code Tabulation Area,77306,TX,77306,77306,0.26,2018-2022,2020,Census
Zip Code Tabulation Area,76225,TX,76225,76225,0.24,2018-2022,2020,Census
Zip Code Tabulation Area,78263,TX,78263,78263,0.21,2018-2022,2020,Census
Zip Code Tabulation Area,76622,TX,76622,76622,0.2,2018-2022,2020,Census
Zip Code Tabulation Area,79382,TX,79382,79382,0.19,2018-2022,2020,Census
Zip Code Tabulation Area,75693,TX,75693,75693,0.14,2018-2022,2020,Census
Zip Code Tabulation Area,76426,TX,76426,76426,0.1,2018-2022,2020,Census
Zip Code Tabulation Area,75101,TX,75101,75101,0,2018-2022,2020,Census
Zip Code Tabulation Area,75105,TX,75105,75105,0,2018-2022,2020,Census
Zip Code Tabulation Area,75164,TX,75164,75164,0,2018-2022,2020,Census
Zip Code Tabulation Area,75412,TX,75412,75412,0,2018-2022,2020,Census
Zip Code Tabulation Area,75415,TX,75415,75415,0,2018-2022,2020,Census
Zip Code Tabulation Area,75421,TX,75421,75421,0,2018-2022,2020,Census
Zip Code Tabulation Area,75424,TX,75424,75424,0,2018-2022,2020,Census
